var,lo,mi,hi,n_eff,Rhat
log_lik[495],-3.1566647876799925,-2.736301411066578,-2.3790480100625118,6959.854879832066,1.0005367850995979
log_lik[496],-1.3917322450039058,-1.3271980833197772,-1.308784875448299,5049.0618901256785,1.0005698729299974
log_lik[497],-0.39820165433894733,-0.24994050822409464,-0.14597584271347114,3452.556796453394,1.0010904610759574
log_lik[498],-2.8278955508309918,-2.4598301133476594,-2.161366666746906,6956.906822881332,1.0000582184734292
log_lik[499],-2.669998463758004,-2.347410506679215,-2.0951301477917235,6876.731232256755,1.000530242024544
log_lik[500],-3.787688118610898,-3.1546817922967385,-2.6454428240062873,6267.2310289427605,0.9998518581575129
log_lik[501],-0.39820165433894733,-0.24994050822409464,-0.14597584271347114,3452.556796453394,1.0010904610759574
log_lik[502],-2.5103777098462055,-2.267034117002712,-2.1261141311095586,6609.935563584704,1.0000605696347433
log_lik[503],-2.1408926507626185,-2.0167517580186685,-1.9737862345012822,5943.92153390866,1.000310319061861
log_lik[504],-1.6212809490429614,-1.3669263991570872,-1.1794783447705315,6294.669373910405,1.0000766734720328
log_lik[505],-0.39820165433894733,-0.24994050822409464,-0.14597584271347114,3452.556796453394,1.0010904610759574
log_lik[506],-3.422265031859019,-2.9523355662412425,-2.5455107117516396,6970.400269838869,1.0000664973838236
log_lik[507],-3.8256526683959344,-3.3075138722478967,-2.8452874291272567,7002.346961256817,1.0005380166164164
log_lik[508],-1.6212809490429614,-1.3669263991570872,-1.1794783447705315,6294.669373910405,1.0000766734720328
log_lik[509],-2.0702899782560595,-1.636472865348412,-1.3189984054378594,2449.457925581427,1.0021278708776293
log_lik[510],-2.4158476265969195,-2.1496462172480317,-1.9595441785361272,6913.02522057535,1.0000389595845198
log_lik[511],-5.43096572687385,-4.633515664595599,-3.978349426328152,7130.0726712811875,1.0004991009372601
log_lik[512],-3.787688118610898,-3.1546817922967385,-2.6454428240062873,6267.2310289427605,0.9998518581575129
log_lik[513],-0.39820165433894733,-0.24994050822409464,-0.14597584271347114,3452.556796453394,1.0010904610759574
log_lik[514],-3.4060157175549075,-2.9459493089337165,-2.600966549475939,6875.935487735457,1.0000820961387193
log_lik[515],-2.3374828196632755,-2.11272914500847,-1.9656697779977717,6672.996112108725,1.0005003057261432
log_lik[516],-1.3917322450039058,-1.3271980833197772,-1.308784875448299,5049.0618901256785,1.0005698729299974
log_lik[517],-4.687751294358594,-3.716152403032675,-2.9329423370967165,2534.7832226983546,1.002002446073288
log_lik[518],-25.105121529231383,-22.477826962833213,-20.09556364068655,6956.028184530333,1.0000841714088824
log_lik[519],-7.871957813496137,-6.759588624868165,-5.81109612799685,7129.276226037317,1.0005077560172149
log_lik[520],-1.3917322450039058,-1.3271980833197772,-1.308784875448299,5049.0618901256785,1.0005698729299974
log_lik[521],-0.39820165433894733,-0.24994050822409464,-0.14597584271347114,3452.556796453394,1.0010904610759574
log_lik[522],-9.059440775359583,-8.18205519720403,-7.341784711159029,6977.104407417691,1.0000765364929138
log_lik[523],-9.7613020106481585,-8.852061536361624,-7.9699429247746885,7063.05281199394,1.0005354207165782
log_lik[524],-2.5621134159976418,-2.116860486567686,-1.7242988370059513,6339.093469367772,0.9999888329229981
log_lik[525],-0.39820165433894733,-0.24994050822409464,-0.14597584271347114,3452.556796453394,1.0010904610759574
log_lik[526],-9.059440775359583,-8.18205519720403,-7.341784711159029,6977.104407417691,1.0000765364929138
log_lik[527],-9.7613020106481585,-8.852061536361624,-7.9699429247746885,7063.05281199394,1.0005354207165782
log_lik[528],-2.5621134159976418,-2.116860486567686,-1.7242988370059513,6339.093469367772,0.9999888329229981
