NR,AR,TIMI,DAGS,ST,STOD,LENGD,TYNGD,KYN,KTR,ALD,ALDUR,FYLL,HOR,CHIP,CHIL,DAPH,LYM,EU,PIS,TRI,ANN,LOGLENGD,LOGTYNGD,PHOR,PCHIP,PCHIL,PDAPH,PLYM,PEU,PPIS,PTRI,PANN,SCHITSO,NET_MÖSK,NOSTOC,OGR,PNOSTOC,POGR,PHOT
63,1990,6,280690,1,1,14.7,38,2,1,2,2,3,0,30,70,0,0,0,0,0,0,1.16732,1.57978,00,90,210,00,00,00,00,00,00,0,0,0,0,00,00,00
64,1990,6,280690,1,1,14.5,32,2,1,3,3,1,0,10,90,0,0,0,0,0,0,1.16137,1.50515,00,10,90,00,00,00,00,00,00,0,0,0,0,00,00,00
65,1990,6,280690,1,1,24.6,150,2,1,3,3,1,0,0,0,0,0,0,0,100,0,1.39094,2.17609,00,00,00,00,00,00,00,100,00,0,0,0,0,00,00,00
66,1990,6,280690,1,1,36.5,790,2,4,4,4,3,0,5,0,95,0,0,0,0,0,1.56229,2.89763,00,15,00,285,00,00,00,00,00,0,0,0,0,00,00,00
67,1990,6,280690,5,5,22.7,130,1,1,2,2,1,0,0,100,0,0,0,0,0,0,1.35603,2.11394,00,00,100,00,00,00,00,00,00,0,0,0,0,00,00,00
68,1990,6,280690,5,5,19.0,74,1,1,2,2,2,0,0,0,100,0,0,0,0,0,1.27875,1.86923,00,00,00,200,00,00,00,00,00,0,0,0,0,00,00,00
69,1990,6,280690,5,5,20.5,84,1,1,2,2,1,0,0,100,0,0,0,0,0,0,1.31175,1.92428,00,00,100,00,00,00,00,00,00,0,0,0,0,00,00,00
70,1990,6,280690,5,5,23.4,140,2,1,3,3,1,0,0,0,100,0,0,0,0,0,1.36922,2.14613,00,00,00,100,00,00,00,00,00,0,0,0,0,00,00,00
71,1990,6,280690,5,5,25.2,175,1,1,2,2,1,0,0,100,0,0,0,0,0,0,1.40140,2.24304,00,00,100,00,00,00,00,00,00,0,0,0,0,00,00,00
72,1990,6,280690,5,5,18.2,72,2,1,2,2,2,0,100,0,0,0,0,0,0,0,1.26007,1.85733,00,200,00,00,00,00,00,00,00,0,0,0,0,00,00,00
73,1990,6,280690,5,5,17.0,48,1,1,2,2,2,0,55,20,25,0,0,0,0,0,1.23045,1.68124,00,110,40,50,00,00,00,00,00,0,0,0,0,00,00,00
74,1990,6,280690,5,5,22.5,130,1,1,3,3,2,0,60,0,40,0,0,0,0,0,1.35218,2.11394,00,120,00,80,00,00,00,00,00,0,0,0,0,00,00,00
75,1990,6,280690,5,5,17.5,54,2,1,2,2,3,0,0,10,90,0,0,0,0,0,1.24304,1.73239,00,00,30,270,00,00,00,00,00,0,0,0,0,00,00,00
76,1990,6,280690,5,5,18.7,66,1,1,3,3,2,0,100,0,0,0,0,0,0,0,1.27184,1.81954,00,200,00,00,00,00,00,00,00,0,0,0,0,00,00,00
77,1990,6,280690,5,5,17.3,56,1,1,2,2,1,0,100,0,0,0,0,0,0,0,1.23805,1.74819,00,100,00,00,00,00,00,00,00,0,0,0,0,00,00,00
78,1990,6,280690,5,5,19.0,70,2,1,2,2,3,0,100,0,0,0,0,0,0,0,1.27875,1.84510,00,300,00,00,00,00,00,00,00,0,0,0,0,00,00,00
79,1990,6,280690,5,5,17.7,62,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1.24797,1.79239,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
80,1990,6,280690,5,5,20.8,78,2,1,2,2,1,0,100,0,0,0,0,0,0,0,1.31806,1.89209,00,100,00,00,00,00,00,00,00,0,0,0,0,00,00,00
81,1990,6,280690,5,5,21.8,126,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1.33846,2.10037,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
82,1990,6,280690,5,5,25.6,170,2,2,3,3,3,0,20,20,60,0,0,0,0,0,1.40824,2.23045,00,60,60,180,00,00,00,00,00,0,0,0,0,00,00,00
83,1990,6,280690,5,5,28.5,275,1,2,3,3,4,0,70,0,30,0,0,0,0,0,1.45484,2.43933,00,280,00,120,00,00,00,00,00,0,0,0,0,00,00,00
84,1990,6,280690,5,5,25.2,185,1,2,3,3,3,0,100,0,0,0,0,0,0,0,1.40140,2.26717,00,300,00,00,00,00,00,00,00,0,0,0,0,00,00,00
85,1990,6,280690,5,5,24.0,170,2,2,3,3,3,0,0,0,100,0,0,0,0,0,1.38021,2.23045,00,00,00,300,00,00,00,00,00,0,0,0,0,00,00,00
86,1990,6,280690,5,5,20.6,86,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1.31387,1.93450,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
87,1990,6,280690,5,5,27.8,210,1,2,3,3,4,0,60,0,40,0,0,0,0,0,1.44404,2.32222,00,240,00,160,00,00,00,00,00,0,0,0,0,00,00,00
88,1990,6,280690,5,5,40.5,890,2,4,4,4,1,0,0,100,0,0,0,0,0,0,1.60746,2.94939,00,00,100,00,00,00,00,00,00,0,0,0,0,00,00,00
89,1990,6,280690,5,5,39.7,790,2,3,4,4,3,70,30,0,0,0,0,0,0,0,1.59879,2.89763,210,90,00,00,00,00,00,00,00,0,0,0,0,00,00,00
91,1990,6,280690,2,2,19.4,86,2,1,2,2,1,0,100,0,0,0,0,0,0,0,1.28780,1.93450,00,100,00,00,00,00,00,00,00,0,0,0,0,00,00,00
92,1990,6,280690,2,2,16.4,46,1,1,0,0,1,0,100,0,0,0,0,0,0,0,1.21484,1.66276,00,100,00,00,00,00,00,00,00,0,0,0,0,00,00,00
93,1990,6,280690,2,2,19.9,84,2,1,2,2,3,0,0,0,10,0,0,0,0,0,1.29885,1.92428,00,00,00,30,00,00,00,00,00,0,0,0,0,00,00,00
94,1990,6,280690,2,2,14.1,32,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.14922,1.50515,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
95,1990,6,280690,2,2,16.2,50,1,1,2,2,3,0,100,0,0,0,0,0,0,0,1.20952,1.69897,00,300,00,00,00,00,00,00,00,0,0,0,0,00,00,00
96,1990,6,280690,2,2,20.2,96,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1.30535,1.98227,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
97,1990,6,280690,2,2,15.8,42,1,1,2,2,1,0,0,0,10,0,0,0,0,0,1.19866,1.62325,00,00,00,10,00,00,00,00,00,0,0,0,0,00,00,00
98,1990,6,280690,2,2,18.8,78,1,1,2,2,3,0,10,0,8,5,5,0,0,0,1.27416,1.89209,00,30,00,24,15,15,00,00,00,0,0,0,0,00,00,00
99,1990,6,280690,2,2,16.7,56,1,1,2,2,2,0,0,0,10,0,0,0,0,0,1.22272,1.74819,00,00,00,20,00,00,00,00,00,0,0,0,0,00,00,00
100,1990,6,280690,2,2,16.4,50,1,1,2,2,2,0,30,0,5,0,20,0,0,0,1.21484,1.69897,00,60,00,10,00,40,00,00,00,0,0,0,0,00,00,00
101,1990,6,280690,2,2,15.0,34,1,1,2,2,2,0,100,0,0,0,0,0,0,0,1.17609,1.53148,00,200,00,00,00,00,00,00,00,0,0,0,0,00,00,00
102,1990,6,280690,2,2,15.3,34,1,1,2,2,4,0,10,0,9,0,0,0,0,0,1.18469,1.53148,00,40,00,36,00,00,00,00,00,0,0,0,0,00,00,00
103,1990,6,280690,2,2,21.6,102,1,1,2,2,1,0,100,0,0,0,0,0,0,0,1.33445,2.00860,00,100,00,00,00,00,00,00,00,0,0,0,0,00,00,00
104,1990,6,280690,2,2,22.7,130,1,1,2,2,1,0,0,0,0,0,0,0,100,0,1.35603,2.11394,00,00,00,00,00,00,00,100,00,0,0,0,0,00,00,00
105,1990,6,280690,2,2,22.8,135,2,2,2,2,3,0,0,0,10,0,0,0,0,0,1.35793,2.13033,00,00,00,30,00,00,00,00,00,0,0,0,0,00,00,00
106,1990,6,280690,2,2,22.8,150,2,1,3,3,3,0,0,0,10,0,0,0,0,0,1.35793,2.17609,00,00,00,30,00,00,00,00,00,0,0,0,0,00,00,00
107,1990,6,280690,2,2,20.9,106,1,1,3,3,1,0,100,0,0,0,0,0,0,0,1.32015,2.02531,00,100,00,00,00,00,00,00,00,0,0,0,0,00,00,00
108,1990,6,280690,2,2,27.8,255,1,1,3,3,3,0,100,0,0,0,0,0,0,0,1.44404,2.40654,00,300,00,00,00,00,00,00,00,0,0,0,0,00,00,00
109,1990,6,280690,2,2,27.5,310,1,2,3,3,2,0,100,0,0,0,0,0,0,0,1.43933,2.49136,00,200,00,00,00,00,00,00,00,0,0,0,0,00,00,00
110,1990,6,280690,2,2,33.0,505,2,2,3,3,4,0,20,0,8,0,0,0,0,0,1.51851,2.70329,00,80,00,32,00,00,00,00,00,0,0,0,0,00,00,00
111,1990,6,280690,2,2,39.0,805,1,2,4,4,3,0,0,5,90,5,0,0,0,0,1.59106,2.90580,00,00,15,270,15,00,00,00,00,0,0,0,0,00,00,00
112,1990,6,280690,2,2,39.4,910,1,4,4,4,4,0,5,0,9,5,0,0,0,0,1.59550,2.95904,00,20,00,36,20,00,00,00,00,0,0,0,0,00,00,00
131,1990,6,290690,3,3,17.5,60,1,2,2,2,2,0,0,0,0,0,0,0,100,0,1.24304,1.77815,00,00,00,00,00,00,00,200,00,0,0,0,0,00,00,00
132,1990,6,290690,3,3,15.1,34,1,1,2,2,1,0,0,0,0,0,100,0,0,0,1.17898,1.53148,00,00,00,00,00,100,00,00,00,0,0,0,0,00,00,00
133,1990,6,290690,3,3,17.5,54,1,1,2,2,2,0,0,10,0,0,0,0,0,0,1.24304,1.73239,00,00,20,00,00,00,00,00,00,0,0,0,0,00,00,00
134,1990,6,290690,3,3,19.9,82,1,1,3,3,1,0,0,0,10,0,0,0,0,0,1.29885,1.91381,00,00,00,10,00,00,00,00,00,0,0,0,0,00,00,00
135,1990,6,290690,3,3,16.9,52,2,1,2,2,1,0,0,10,0,0,0,0,0,0,1.22789,1.71600,00,00,10,00,00,00,00,00,00,0,0,0,0,00,00,00
136,1990,6,290690,3,3,18.3,66,1,1,2,2,1,0,0,0,10,0,0,0,0,0,1.26245,1.81954,00,00,00,10,00,00,00,00,00,0,0,0,0,00,00,00
137,1990,6,290690,3,3,18.3,68,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1.26245,1.83251,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
138,1990,6,290690,3,3,20.5,86,1,1,3,3,2,0,0,0,10,0,0,0,0,0,1.31175,1.93450,00,00,00,20,00,00,00,00,00,0,0,0,0,00,00,00
139,1990,6,290690,3,3,16.2,46,1,1,2,2,1,0,0,0,10,0,0,0,0,0,1.20952,1.66276,00,00,00,10,00,00,00,00,00,0,0,0,0,00,00,00
140,1990,6,290690,3,3,25.6,205,1,2,3,3,1,0,0,0,0,0,0,0,100,0,1.40824,2.31175,00,00,00,00,00,00,00,100,00,0,0,0,0,00,00,00
141,1990,6,290690,3,3,29.0,320,2,2,3,3,2,0,0,0,10,0,0,0,0,0,1.46240,2.50515,00,00,00,20,00,00,00,00,00,0,0,0,0,00,00,00
147,1990,6,290690,4,4,28.5,300,2,2,3,3,2,0,10,0,9,0,0,0,0,0,1.45484,2.47712,00,20,00,18,00,00,00,00,00,0,0,0,0,00,00,00
148,1990,6,290690,4,4,24.5,190,2,2,3,3,3,0,10,0,9,0,0,0,0,0,1.38917,2.27875,00,30,00,27,00,00,00,00,00,0,0,0,0,00,00,00
149,1990,6,290690,4,4,21.3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1.32838,#NUM!,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
150,1990,6,290690,4,4,36.0,670,2,4,5,4,4,0,0,0,10,0,0,0,0,0,1.55630,2.82607,00,00,00,40,00,00,00,00,00,0,0,0,0,00,00,00
151,1990,6,290690,4,4,16.0,41,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.20412,1.61278,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
152,1990,6,290690,4,4,19.2,88,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.28330,1.94448,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
153,1990,6,290690,4,4,20.0,96,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.30103,1.98227,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
154,1990,6,290690,4,4,22.0,120,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1.34242,2.07918,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
155,1990,6,290690,4,4,16.6,50,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.22011,1.69897,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
156,1990,6,290690,4,4,17.1,56,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.23300,1.74819,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
157,1990,6,290690,4,4,19.1,92,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.28103,1.96379,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
158,1990,6,290690,4,4,16.6,50,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.22011,1.69897,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
159,1990,6,290690,4,4,16.0,44,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.20412,1.64345,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
160,1990,6,290690,4,4,14.5,36,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.16137,1.55630,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
161,1990,6,290690,4,4,19.7,86,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.29447,1.93450,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
162,1990,6,290690,4,4,18.0,66,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.25527,1.81954,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
163,1990,6,290690,4,4,16.6,52,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.22011,1.71600,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
164,1990,6,290690,4,4,19.8,90,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.29667,1.95424,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
165,1990,6,290690,4,4,15.8,42,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.19866,1.62325,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
166,1990,6,290690,4,4,16.3,46,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1.21219,1.66276,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
167,1990,6,290690,4,4,15.1,40,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.17898,1.60206,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
168,1990,6,290690,2,2,40.6,950,1,4,5,5,4,0,0,0,1,0,0,0,0,0,1.60853,2.97772,00,00,00,04,00,00,00,00,00,0,0,0,0,00,00,00
169,1990,6,290690,2,2,23.9,170,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.37840,2.23045,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
170,1990,6,290690,2,2,23.3,145,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.36736,2.16137,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
171,1990,6,290690,2,2,16.2,46,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.20952,1.66276,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
172,1990,6,290690,2,2,15.3,38,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.18469,1.57978,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
173,1990,6,290690,2,2,16.0,44,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.20412,1.64345,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
174,1990,6,290690,2,2,17.4,54,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.24055,1.73239,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
175,1990,6,290690,2,2,15.0,36,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.17609,1.55630,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
176,1990,6,290690,2,2,15.0,36,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.17609,1.55630,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
177,1990,6,290690,2,2,15.3,36,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.18469,1.55630,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
178,1990,6,290690,2,2,15.0,38,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.17609,1.57978,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
179,1990,6,290690,2,2,20.7,56,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1.31597,1.74819,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
180,1990,6,290690,2,2,16.0,50,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.20412,1.69897,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
181,1990,6,290690,2,2,17.6,58,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1.24551,1.76343,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
182,1990,6,290690,2,2,18.1,76,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1.25768,1.88081,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
183,1990,6,290690,2,2,19.1,78,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1.28103,1.89209,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
184,1990,6,290690,2,2,23.0,145,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.36173,2.16137,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
185,1990,6,290690,2,2,24.8,175,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.39445,2.24304,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
186,1990,6,290690,2,2,24.4,165,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.38739,2.21748,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
187,1990,6,290690,2,2,20.2,110,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1.30535,2.04139,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
188,1990,6,290690,2,2,24.1,140,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.38202,2.14613,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
5,1990,6,240690,7,11,17.0,48,2,1,2,2,3,0,100,0,0,0,0,0,0,0,1.23045,1.68124,00,300,00,00,00,00,00,00,00,0,0,0,0,00,00,00
14,1990,6,240690,7,11,20.1,94,2,1,3,3,2,0,0,100,0,0,0,0,0,0,1.30320,1.97313,00,00,200,00,00,00,00,00,00,0,0,0,0,00,00,00
15,1990,6,240690,7,11,21.0,94,2,1,3,3,0,0,0,0,0,0,0,0,0,0,1.32222,1.97313,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
16,1990,6,240690,7,11,21.6,110,1,1,3,3,1,0,0,100,0,0,0,0,0,0,1.33445,2.04139,00,00,100,00,00,00,00,00,00,0,0,0,0,00,00,00
17,1990,6,240690,7,11,28.5,255,2,2,0,0,5,0,0,0,100,0,0,0,0,0,1.45484,2.40654,00,00,00,500,00,00,00,00,00,0,0,0,0,00,00,00
20,1990,6,240690,7,11,30.0,330,2,2,0,0,5,0,2,0,98,0,0,0,0,0,1.47712,2.51851,00,10,00,490,00,00,00,00,00,0,0,0,0,00,00,00
0,1990,6,240690,7,11,30.0,380,1,1,3,3,4,0,0,0,0,100,0,0,0,0,1.47712,2.57978,00,00,00,00,400,00,00,00,00,0,0,0,0,00,00,00
19,1990,6,240690,7,11,28.3,285,1,1,4,4,3,0,0,0,100,0,0,0,0,0,1.45179,2.45484,00,00,00,300,00,00,00,00,00,0,0,0,0,00,00,00
21,1990,6,240690,7,11,34.6,570,1,2,4,4,5,0,0,0,0,100,0,0,0,0,1.53908,2.75587,00,00,00,00,500,00,00,00,00,0,0,0,0,00,00,00
22,1990,6,240690,7,11,36.7,590,2,2,4,4,5,0,0,0,0,100,0,0,0,0,1.56467,2.77085,00,00,00,00,500,00,00,00,00,0,0,0,0,00,00,00
23,1990,6,240690,7,11,42.5,"1,030",2,3,4,4,3,0,0,0,100,0,0,0,0,0,1.62839,3.01284,00,00,00,300,00,00,00,00,00,0,0,0,0,00,00,00
24,1990,6,240690,8,12,21.5,110,2,1,3,3,2,0,0,0,100,0,0,0,0,0,1.33244,2.04139,00,00,00,200,00,00,00,00,00,0,0,0,0,00,00,00
25,1990,6,240690,8,12,17.0,54,1,1,2,2,3,0,70,0,25,0,5,0,0,0,1.23045,1.73239,00,210,00,75,00,15,00,00,00,0,0,0,0,00,00,00
26,1990,6,240690,8,12,17.7,66,2,1,3,3,3,0,10,0,90,0,0,0,0,0,1.24797,1.81954,00,30,00,270,00,00,00,00,00,0,0,0,0,00,00,00
27,1990,6,240690,8,12,22.8,108,1,1,3,3,5,0,40,0,90,0,0,0,0,0,1.35793,2.03342,00,200,00,450,00,00,00,00,00,0,0,0,0,00,00,00
28,1990,6,240690,8,12,20.5,104,2,2,3,3,5,0,100,0,0,0,0,0,0,0,1.31175,2.01703,00,500,00,00,00,00,00,00,00,0,0,0,0,00,00,00
29,1990,6,240690,8,12,19.0,76,1,1,3,3,3,0,0,0,100,0,0,0,0,0,1.27875,1.88081,00,00,00,300,00,00,00,00,00,0,0,0,0,00,00,00
30,1990,6,240690,8,12,22.3,118,2,2,3,3,0,0,0,0,100,0,0,0,0,0,1.34830,2.07188,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
31,1990,6,240690,8,12,17.8,70,2,1,3,3,4,0,0,100,0,0,0,0,0,0,1.25042,1.84510,00,00,400,00,00,00,00,00,00,0,0,0,0,00,00,00
32,1990,6,240690,8,12,15.2,38,2,1,0,0,5,0,100,0,0,0,0,0,0,0,1.18184,1.57978,00,500,00,00,00,00,00,00,00,0,0,0,0,00,00,00
33,1990,6,240690,8,12,19.4,92,2,1,3,3,2,0,70,30,0,0,0,0,0,0,1.28780,1.96379,00,140,60,00,00,00,00,00,00,0,0,0,0,00,00,00
34,1990,6,240690,8,12,20.6,98,2,1,3,3,5,0,0,0,100,0,0,0,0,0,1.31387,1.99123,00,00,00,500,00,00,00,00,00,0,0,0,0,00,00,00
35,1990,6,240690,8,12,17.2,56,1,1,2,2,4,0,100,0,0,0,0,0,0,0,1.23553,1.74819,00,400,00,00,00,00,00,00,00,0,0,0,0,00,00,00
36,1990,6,240690,8,12,17.6,64,1,1,2,2,5,0,0,0,100,0,0,0,0,0,1.24551,1.80618,00,00,00,500,00,00,00,00,00,0,0,0,0,00,00,00
37,1990,6,240690,8,12,18.5,64,2,1,2,2,3,0,60,10,30,0,0,0,0,0,1.26717,1.80618,00,180,30,90,00,00,00,00,00,0,0,0,0,00,00,00
38,1990,6,240690,8,12,17.8,64,1,1,2,2,2,0,40,0,60,0,0,0,0,0,1.25042,1.80618,00,80,00,120,00,00,00,00,00,0,0,0,0,00,00,00
39,1990,6,240690,8,12,17.0,54,2,1,2,2,3,0,0,0,100,0,0,0,0,0,1.23045,1.73239,00,00,00,300,00,00,00,00,00,0,0,0,0,00,00,00
40,1990,6,240690,8,12,16.5,54,2,1,2,2,5,0,0,0,100,0,0,0,0,0,1.21748,1.73239,00,00,00,500,00,00,00,00,00,0,0,0,0,00,00,00
41,1990,6,240690,8,12,16.7,50,1,1,2,2,2,0,100,0,0,0,0,0,0,0,1.22272,1.69897,00,200,00,00,00,00,00,00,00,0,0,0,0,00,00,00
42,1990,6,240690,8,12,16.0,54,1,1,2,2,3,0,100,0,0,0,0,0,0,0,1.20412,1.73239,00,300,00,00,00,00,00,00,00,0,0,0,0,00,00,00
43,1990,6,240690,8,12,16.5,54,1,1,2,2,2,0,100,0,0,0,0,0,0,0,1.21748,1.73239,00,200,00,00,00,00,00,00,00,0,0,0,0,00,00,00
44,1990,6,240690,8,12,30.0,365,2,2,4,4,3,5,0,0,95,0,0,0,0,0,1.47712,2.56229,15,00,00,285,00,00,00,00,00,0,0,0,0,00,00,00
46,1990,6,240690,8,12,16.0,44,2,1,2,2,5,0,70,0,30,0,0,0,0,0,1.20412,1.64345,00,350,00,150,00,00,00,00,00,0,0,0,0,00,00,00
46,1990,6,250690,7,11,14.5,32,2,1,2,2,4,0,5,5,90,0,0,0,0,0,1.16137,1.50515,00,20,20,360,00,00,00,00,00,0,0,0,0,00,00,00
47,1990,6,250690,7,11,15.2,36,1,1,2,2,1,0,100,0,0,0,0,0,0,0,1.18184,1.55630,00,100,00,00,00,00,00,00,00,0,0,0,0,00,00,00
48,1990,6,250690,7,11,24.8,36,1,1,2,2,3,0,100,0,0,0,0,0,0,0,1.39445,1.55630,00,300,00,00,00,00,00,00,00,0,0,0,0,00,00,00
49,1990,6,250690,7,11,19.6,84,2,1,3,3,3,0,100,0,0,0,0,0,0,0,1.29226,1.92428,00,300,00,00,00,00,00,00,00,0,0,0,0,00,00,00
50,1990,6,250690,7,11,24.8,190,2,1,3,3,2,0,0,60,0,0,0,60,0,0,1.39445,2.27875,00,00,120,00,00,00,120,00,00,0,0,0,0,00,00,00
51,1990,6,250690,7,11,26.6,250,0,0,3,3,4,0,5,0,90,0,0,0,0,0,1.42488,2.39794,00,20,00,360,00,00,00,00,00,0,0,0,0,00,00,00
52,1990,6,250690,7,11,23.6,160,2,1,3,3,3,0,0,90,10,0,0,0,0,0,1.37291,2.20412,00,00,270,30,00,00,00,00,00,0,0,0,0,00,00,00
53,1990,6,250690,7,11,34.0,570,1,3,3,3,2,0,0,0,100,0,0,0,0,0,1.53148,2.75587,00,00,00,200,00,00,00,00,00,0,0,0,0,00,00,00
54,1990,6,250690,7,11,31.7,410,1,3,4,4,2,0,10,0,0,0,0,0,0,0,1.50106,2.61278,00,20,00,00,00,00,00,00,00,0,0,0,0,00,00,00
55,1990,6,250690,7,11,39.7,870,1,2,4,4,5,0,0,0,0,0,0,100,0,0,1.59879,2.93952,00,00,00,00,00,00,500,00,00,0,0,0,0,00,00,00
59,1990,6,250690,8,12,17.3,62,2,1,2,2,2,0,0,70,30,0,0,0,0,0,1.23805,1.79239,00,00,140,60,00,00,00,00,00,0,0,0,0,00,00,00
60,1990,6,250690,8,12,15.0,34,2,1,2,2,2,0,10,0,0,0,0,0,0,0,1.17609,1.53148,00,20,00,00,00,00,00,00,00,0,0,0,0,00,00,00
61,1990,6,250690,8,12,16.4,48,1,1,2,2,4,0,0,0,100,0,0,0,0,0,1.21484,1.68124,00,00,00,400,00,00,00,00,00,0,0,0,0,00,00,00
62,1990,6,250690,8,12,14.8,40,1,1,2,2,3,0,0,0,100,0,0,0,0,0,1.17026,1.60206,00,00,00,300,00,00,00,00,00,0,0,0,0,00,00,00
63,1990,6,250690,8,12,14.5,34,1,1,2,2,4,0,7,0,30,0,0,0,0,0,1.16137,1.53148,00,28,00,120,00,00,00,00,00,0,0,0,0,00,00,00
64,1990,6,250690,8,12,16.2,50,1,1,2,2,5,0,1,0,90,0,0,0,0,0,1.20952,1.69897,00,05,00,450,00,00,00,00,00,0,0,0,0,00,00,00
65,1990,6,250690,8,12,14.9,36,2,1,2,2,5,0,4,0,60,0,0,0,0,0,1.17319,1.55630,00,20,00,300,00,00,00,00,00,0,0,0,0,00,00,00
66,1990,6,250690,8,12,15.3,38,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1.18469,1.57978,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
