NR,AR,TIMI,DAGS,ST,STOD,LENGD,TYNGD,KYN,KTR,ALD,ALDUR,FYLL,HOR,CHIP,CHIL,DAPH,LYM,EU,PIS,TRI,ANN,LOGLENGD,LOGTYNGD,PHOR,PCHIP,PCHIL,PDAPH,PLYM,PEU,PPIS,PTRI,PANN,SCHITSO,NET_MÖSK,NOSTOC,OGR,PNOSTOC,POGR,PHOT
0,1995,9,150995,8,12,17.5,56,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.24304,1.74819,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,19.8,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.29667,1.85733,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,18.5,68,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.26717,1.83251,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,20.0,82,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.30103,1.91381,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,19.5,70,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.29003,1.84510,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,17.3,48,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.23805,1.68124,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,23.6,140,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.37291,2.14613,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,21.5,110,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.33244,2.04139,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,20.0,84,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.30103,1.92428,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,21.1,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.32428,2.00000,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,18.5,70,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.26717,1.84510,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,19.7,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.29447,1.85733,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,21.0,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.32222,1.95424,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,8,12,20.1,82,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.30320,1.91381,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
41,1995,9,150995,7,11,15.8,44,1,5,2,2,1,0,0,100,0,0,0,0,0,0,1.19866,1.64345,00,00,100,00,00,00,00,00,00,0,0,0,0,00,00,00
42,1995,9,150995,7,11,14.7,32,1,1,2,2,4,0,0,0,0,0,100,0,0,0,1.16732,1.50515,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
43,1995,9,150995,7,11,18.2,64,1,1,2,2,2,0,0,0,0,0,100,0,0,0,1.26007,1.80618,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
44,1995,9,150995,7,11,15.0,38,1,2,2,2,2,0,0,0,0,0,100,0,0,0,1.17609,1.57978,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
45,1995,9,150995,7,11,20.7,64,1,1,2,2,3,0,0,0,0,0,100,0,0,0,1.31597,1.80618,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
46,1995,9,150995,7,11,24.2,135,2,2,2,2,1,0,0,0,0,0,100,0,0,0,1.38382,2.13033,00,00,00,00,00,100,00,00,00,0,0,0,0,00,00,00
47,1995,9,150995,7,11,26.2,210,2,2,3,3,2,0,0,0,0,100,0,0,0,0,1.41830,2.32222,00,00,00,00,200,00,00,00,00,0,0,0,0,00,00,00
48,1995,9,150995,7,11,28.8,300,1,2,3,3,4,0,0,0,0,100,0,0,0,0,1.45939,2.47712,00,00,00,00,400,00,00,00,00,0,0,0,0,00,00,00
49,1995,9,150995,7,11,33.0,430,2,2,3,3,0,0,0,0,0,0,0,0,0,0,1.51851,2.63347,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
50,1995,9,150995,7,11,29.7,330,2,2,3,3,4,0,0,0,0,100,0,0,0,0,1.47276,2.51851,00,00,00,00,400,00,00,00,00,0,0,0,0,00,00,00
51,1995,9,150995,7,11,28.7,280,1,2,3,3,5,0,0,0,0,100,0,0,0,0,1.45788,2.44716,00,00,00,00,500,00,00,00,00,0,0,0,0,00,00,00
52,1995,9,150995,7,11,22.6,124,2,1,2,2,2,0,0,0,0,10,90,0,0,0,1.35411,2.09342,00,00,00,00,20,180,00,00,00,0,0,0,0,00,00,00
53,1995,9,150995,7,11,17.9,58,2,1,2,2,3,0,0,0,0,0,100,0,0,0,1.25285,1.76343,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
54,1995,9,150995,7,11,27.8,275,1,2,3,3,4,0,0,0,0,100,0,0,0,0,1.44404,2.43933,00,00,00,00,400,00,00,00,00,0,0,0,0,00,00,00
55,1995,9,150995,7,11,27.3,220,2,2,3,3,2,0,0,0,0,100,0,0,0,0,1.43616,2.34242,00,00,00,00,200,00,00,00,00,0,0,0,0,00,00,00
56,1995,9,150995,7,11,24.6,185,2,2,2,2,4,0,0,0,0,100,0,0,0,0,1.39094,2.26717,00,00,00,00,400,00,00,00,00,0,0,0,0,00,00,00
57,1995,9,150995,7,11,26.8,205,1,1,3,3,3,0,0,0,0,100,0,0,0,0,1.42813,2.31175,00,00,00,00,300,00,00,00,00,0,0,0,0,00,00,00
58,1995,9,150995,7,11,28.3,230,2,2,3,3,3,0,0,0,0,100,0,0,0,0,1.45179,2.36173,00,00,00,00,300,00,00,00,00,0,0,0,0,00,00,00
59,1995,9,150995,7,11,21.8,108,1,1,2,2,3,0,0,0,0,0,100,0,0,0,1.33846,2.03342,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
60,1995,9,150995,7,11,26.5,235,2,2,3,3,4,0,0,0,0,100,0,0,0,0,1.42325,2.37107,00,00,00,00,400,00,00,00,00,0,0,0,0,00,00,00
61,1995,9,150995,7,11,17.8,52,2,2,2,2,1,100,0,0,0,0,0,0,0,0,1.25042,1.71600,100,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
62,1995,9,150995,7,11,24.6,160,2,1,2,2,1,0,0,0,0,100,0,0,0,0,1.39094,2.20412,00,00,00,00,100,00,00,00,00,0,0,0,0,00,00,00
63,1995,9,150995,7,11,21.7,118,2,2,2,2,3,0,0,0,0,0,100,0,0,0,1.33646,2.07188,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
64,1995,9,150995,7,11,23.4,130,2,1,2,2,0,0,0,0,0,0,0,0,0,0,1.36922,2.11394,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
65,1995,9,150995,7,11,24.3,160,2,2,2,2,4,0,0,0,0,100,0,0,0,0,1.38561,2.20412,00,00,00,00,400,00,00,00,00,0,0,0,0,00,00,00
66,1995,9,150995,7,11,20.6,100,1,1,2,2,3,0,0,0,0,100,0,0,0,0,1.31387,2.00000,00,00,00,00,300,00,00,00,00,0,0,0,0,00,00,00
67,1995,9,150995,7,11,25.0,175,2,1,2,2,5,0,0,0,0,100,0,0,0,0,1.39794,2.24304,00,00,00,00,500,00,00,00,00,0,0,0,0,00,00,00
68,1995,9,150995,7,11,28.4,240,1,1,3,3,3,0,0,0,0,100,0,0,0,0,1.45332,2.38021,00,00,00,00,300,00,00,00,00,0,0,0,0,00,00,00
69,1995,9,150995,7,11,27.8,280,1,2,3,3,5,0,0,0,0,0,0,0,0,100,1.44404,2.44716,00,00,00,00,00,00,00,00,500,0,0,0,0,00,00,00
70,1995,9,150995,7,11,34.8,490,1,2,3,3,2,0,0,0,0,0,0,0,0,100,1.54158,2.69020,00,00,00,00,00,00,00,00,200,0,0,0,0,00,00,00
71,1995,9,150995,7,11,30.8,390,1,2,3,3,4,0,0,0,0,0,0,0,0,100,1.48855,2.59106,00,00,00,00,00,00,00,00,400,0,0,0,0,00,00,00
72,1995,9,150995,7,11,30.7,370,1,2,3,3,5,0,0,0,0,0,0,0,0,100,1.48714,2.56820,00,00,00,00,00,00,00,00,500,0,0,0,0,00,00,00
73,1995,9,150995,7,11,23.9,145,2,2,2,2,2,0,0,0,0,0,0,0,0,100,1.37840,2.16137,00,00,00,00,00,00,00,00,200,0,0,0,0,00,00,00
74,1995,9,150995,7,11,24.2,165,2,2,2,2,3,0,0,0,0,0,0,0,0,100,1.38382,2.21748,00,00,00,00,00,00,00,00,300,0,0,0,0,00,00,00
75,1995,9,150995,7,11,27.9,270,2,2,3,3,5,0,0,0,0,0,0,0,0,100,1.44560,2.43136,00,00,00,00,00,00,00,00,500,0,0,0,0,00,00,00
76,1995,9,150995,7,11,24.5,150,1,1,2,2,1,100,0,0,0,0,0,0,0,0,1.38917,2.17609,100,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
77,1995,9,150995,7,11,27.8,235,1,1,3,3,2,0,0,0,0,0,100,0,0,0,1.44404,2.37107,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
78,1995,9,150995,7,11,26.2,190,1,1,3,3,3,0,0,0,0,100,0,0,0,0,1.41830,2.27875,00,00,00,00,300,00,00,00,00,0,0,0,0,00,00,00
79,1995,9,150995,7,11,24.3,170,1,1,2,2,4,0,0,0,0,0,0,0,0,100,1.38561,2.23045,00,00,00,00,00,00,00,00,400,0,0,0,0,00,00,00
80,1995,9,150995,7,11,25.0,170,1,1,2,2,3,0,0,0,0,100,0,0,0,0,1.39794,2.23045,00,00,00,00,300,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,28.2,250,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1.45025,2.39794,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,20.6,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.31387,2.00000,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,23.0,150,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.36173,2.17609,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,26.5,205,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.42325,2.31175,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,19.4,68,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.28780,1.83251,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,20.2,86,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.30535,1.93450,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,19.3,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.28556,1.85733,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,21.2,106,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.32634,2.02531,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,18.2,66,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.26007,1.81954,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,20.3,82,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.30750,1.91381,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,23.3,150,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.36736,2.17609,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,25.3,190,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.40312,2.27875,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,24.0,165,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.38021,2.21748,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,24.0,170,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.38021,2.23045,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,21.0,102,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.32222,2.00860,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,20.2,92,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.30535,1.96379,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,21.3,108,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.32838,2.03342,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,22.4,126,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.35025,2.10037,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,19.7,76,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.29447,1.88081,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,19.5,76,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.29003,1.88081,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,22.7,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35603,2.14613,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,18.8,78,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.27416,1.89209,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,25.5,190,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.40654,2.27875,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,24.8,205,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.39445,2.31175,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,18.0,62,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.25527,1.79239,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,19.4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28780,1.92428,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,21.3,108,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.32838,2.03342,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,18.7,70,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.27184,1.84510,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,22.0,116,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.34242,2.06446,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,20.6,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.31387,1.95424,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,23.7,155,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.37475,2.19033,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,20.4,100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.30963,2.00000,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,26.0,190,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.41497,2.27875,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,20.7,104,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.31597,2.01703,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,19.0,68,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.27875,1.83251,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,17.7,70,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.24797,1.84510,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,20.3,80,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.30750,1.90309,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,19.0,72,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.27875,1.85733,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
0,1995,9,150995,7,11,21.2,116,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1.32634,2.06446,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
1,1996,9,130996,2,2,27.7,210,1,2,3,3,4,0,0,0,0,0,100,0,0,0,1.44248,2.32222,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
2,1996,9,130996,2,2,33.5,455,2,2,3,3,4,0,0,80,0,0,20,0,0,0,1.52504,2.65801,00,00,320,00,00,80,00,00,00,0,0,0,0,00,00,00
3,1996,9,130996,2,2,31.4,330,1,2,3,3,2,100,0,0,0,0,0,0,0,0,1.49693,2.51851,200,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
4,1996,9,130996,2,2,34.4,450,1,2,3,3,1,0,0,10,0,0,90,0,0,0,1.53656,2.65321,00,00,10,00,00,90,00,00,00,0,0,0,0,00,00,00
5,1996,9,130996,2,2,37.1,605,2,2,4,4,3,0,0,80,0,0,20,0,0,0,1.56937,2.78176,00,00,240,00,00,60,00,00,00,0,0,0,0,00,00,00
6,1996,9,130996,2,2,34.2,465,2,2,3,3,2,0,0,80,0,0,20,0,0,0,1.53403,2.66745,00,00,160,00,00,40,00,00,00,0,0,0,0,00,00,00
7,1996,9,130996,3,3,26.3,150,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1.41996,2.17609,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
8,1996,9,130996,3,3,25.5,175,2,2,3,3,5,100,0,0,0,0,0,0,0,0,1.40654,2.24304,500,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
9,1996,9,130996,3,3,31.0,345,1,2,3,3,2,0,0,100,0,0,0,0,0,0,1.49136,2.53782,00,00,200,00,00,00,00,00,00,0,0,0,0,00,00,00
10,1996,9,130996,3,3,32.0,465,1,2,3,3,4,0,0,60,0,25,15,0,0,0,1.50515,2.66745,00,00,240,00,100,60,00,00,00,0,0,0,0,00,00,00
11,1996,9,130996,3,3,33.1,430,2,2,3,3,1,0,0,10,0,0,0,0,0,90,1.51983,2.63347,00,00,10,00,00,00,00,00,90,0,0,0,0,00,00,00
12,1996,9,130996,3,3,44.6,"1,080",1,5,5,5,0,0,0,0,0,0,0,0,0,0,1.64933,3.03342,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
13,1996,9,130996,3,3,24.5,170,1,2,2,2,2,0,0,20,0,60,20,0,0,0,1.38917,2.23045,00,00,40,00,120,40,00,00,00,0,0,0,0,00,00,00
14,1996,9,130996,3,3,25.5,185,1,1,2,2,2,0,0,100,0,0,0,0,0,0,1.40654,2.26717,00,00,200,00,00,00,00,00,00,0,0,0,0,00,00,00
15,1996,9,130996,3,3,24.5,140,2,2,2,2,1,0,0,20,0,0,0,0,0,80,1.38917,2.14613,00,00,20,00,00,00,00,00,80,0,0,0,0,00,00,00
16,1996,9,130996,3,3,15.0,32,1,1,2,2,5,0,0,100,0,0,0,0,0,0,1.17609,1.50515,00,00,500,00,00,00,00,00,00,0,0,0,0,00,00,00
17,1996,9,130996,3,3,15.8,40,1,1,0,0,5,0,0,99,0,0,1,0,0,0,1.19866,1.60206,00,00,495,00,00,05,00,00,00,0,0,0,0,00,00,00
18,1996,9,130996,3,3,15.3,36,2,1,1,1,3,100,0,0,0,0,0,0,0,0,1.18469,1.55630,300,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
19,1996,9,130996,3,3,14.8,30,2,1,1,1,5,0,0,5,0,0,95,0,0,0,1.17026,1.47712,00,00,25,00,00,475,00,00,00,0,0,0,0,00,00,00
20,1996,9,130996,3,3,14.5,32,2,1,1,1,5,0,0,95,0,0,5,0,0,0,1.16137,1.50515,00,00,475,00,00,25,00,00,00,0,0,0,0,00,00,00
21,1996,9,130996,3,3,14.2,30,2,2,1,1,5,0,0,0,0,0,5,0,0,0,1.15229,1.47712,00,00,00,00,00,25,00,00,00,0,0,0,0,00,00,00
22,1996,9,130996,3,3,14.9,32,1,1,1,1,5,0,0,45,0,0,55,0,0,0,1.17319,1.50515,00,00,225,00,00,275,00,00,00,0,0,0,0,00,00,00
23,1996,9,130996,3,3,15.0,36,2,1,2,2,5,0,0,70,0,0,30,0,0,0,1.17609,1.55630,00,00,350,00,00,150,00,00,00,0,0,0,0,00,00,00
24,1996,9,130996,3,3,23.0,130,2,1,2,2,5,0,0,100,0,0,0,0,0,0,1.36173,2.11394,00,00,500,00,00,00,00,00,00,0,0,0,0,00,00,00
25,1996,9,130996,3,3,20.0,84,2,1,2,2,5,0,0,100,0,0,0,0,0,0,1.30103,1.92428,00,00,500,00,00,00,00,00,00,0,0,0,0,00,00,00
26,1996,9,130996,3,3,16.8,48,2,1,1,1,2,0,0,55,0,0,45,0,0,0,1.22531,1.68124,00,00,110,00,00,90,00,00,00,0,0,0,0,00,00,00
27,1996,9,130996,3,3,21.3,112,2,1,2,2,1,0,0,80,0,0,20,0,0,0,1.32838,2.04922,00,00,80,00,00,20,00,00,00,0,0,0,0,00,00,00
28,1996,9,130996,3,3,17.7,50,1,1,2,2,5,0,0,100,0,0,0,0,0,0,1.24797,1.69897,00,00,500,00,00,00,00,00,00,0,0,0,0,00,00,00
29,1996,9,130996,3,3,20.9,96,2,1,2,2,5,0,0,100,0,0,0,0,0,0,1.32015,1.98227,00,00,500,00,00,00,00,00,00,0,0,0,0,00,00,00
30,1996,9,130996,3,3,17.6,50,1,1,0,0,2,0,0,100,0,0,0,0,0,0,1.24551,1.69897,00,00,200,00,00,00,00,00,00,0,0,0,0,00,00,00
31,1996,9,130996,1,1,33.7,475,1,2,3,3,4,0,0,95,0,0,5,0,0,0,1.52763,2.67669,00,00,380,00,00,20,00,00,00,0,0,0,0,00,00,00
32,1996,9,130996,1,1,36.0,530,1,2,3,3,2,0,0,90,0,0,10,0,0,0,1.55630,2.72428,00,00,180,00,00,20,00,00,00,0,0,0,0,00,00,00
33,1996,9,130996,1,1,35.7,510,1,2,3,3,0,0,10,0,0,0,90,0,0,0,1.55267,2.70757,00,00,00,00,00,00,00,00,00,0,0,0,0,00,00,00
34,1996,9,130996,1,1,25.1,160,1,2,3,3,3,0,0,90,0,0,10,0,0,0,1.39967,2.20412,00,00,270,00,00,30,00,00,00,0,0,0,0,00,00,00
35,1996,9,130996,1,1,27.9,245,2,2,3,3,3,0,0,80,0,15,5,0,0,0,1.44560,2.38917,00,00,240,00,45,15,00,00,00,0,0,0,0,00,00,00
36,1996,9,130996,1,1,25.8,175,1,1,2,2,3,0,0,80,0,0,20,0,0,0,1.41162,2.24304,00,00,240,00,00,60,00,00,00,0,0,0,0,00,00,00
37,1996,9,130996,1,1,30.0,310,2,2,2,2,3,0,0,70,0,0,30,0,0,0,1.47712,2.49136,00,00,210,00,00,90,00,00,00,0,0,0,0,00,00,00
38,1996,9,130996,1,1,31.2,365,2,1,3,3,4,0,0,90,0,0,10,0,0,0,1.49415,2.56229,00,00,360,00,00,40,00,00,00,0,0,0,0,00,00,00
39,1996,9,130996,1,1,27.8,225,1,1,3,3,3,0,0,90,0,0,10,0,0,0,1.44404,2.35218,00,00,270,00,00,30,00,00,00,0,0,0,0,00,00,00
40,1996,9,130996,1,1,30.9,365,2,2,3,3,1,0,0,0,0,55,45,0,0,0,1.48996,2.56229,00,00,00,00,55,45,00,00,00,0,0,0,0,00,00,00
41,1996,9,130996,1,1,34.2,455,1,2,3,3,4,0,0,80,0,0,20,0,0,0,1.53403,2.65801,00,00,320,00,00,80,00,00,00,0,0,0,0,00,00,00
42,1996,9,130996,1,1,34.4,475,1,2,3,3,4,0,0,80,0,0,20,0,0,0,1.53656,2.67669,00,00,320,00,00,80,00,00,00,0,0,0,0,00,00,00
43,1996,9,130996,1,1,34.0,490,2,2,3,3,3,0,0,100,0,0,0,0,0,0,1.53148,2.69020,00,00,300,00,00,00,00,00,00,0,0,0,0,00,00,00
44,1996,9,130996,1,1,29.7,250,2,2,3,3,3,0,0,40,0,0,60,0,0,0,1.47276,2.39794,00,00,120,00,00,180,00,00,00,0,0,0,0,00,00,00
45,1996,9,130996,1,1,26.5,195,1,2,3,3,2,0,0,90,0,10,0,0,0,0,1.42325,2.29003,00,00,180,00,20,00,00,00,00,0,0,0,0,00,00,00
46,1996,9,130996,1,1,27.0,200,2,1,3,3,3,0,0,90,0,0,10,0,0,0,1.43136,2.30103,00,00,270,00,00,30,00,00,00,0,0,0,0,00,00,00
47,1996,9,130996,1,1,19.4,70,2,2,2,2,4,0,0,0,0,0,100,0,0,0,1.28780,1.84510,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
48,1996,9,130996,1,1,18.1,58,1,2,2,2,4,0,0,0,0,0,100,0,0,0,1.25768,1.76343,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
49,1996,9,130996,1,1,19.0,72,2,1,2,2,1,0,0,100,0,0,0,0,0,0,1.27875,1.85733,00,00,100,00,00,00,00,00,00,0,0,0,0,00,00,00
50,1996,9,130996,1,1,19.1,66,1,1,2,2,3,0,0,30,0,0,70,0,0,0,1.28103,1.81954,00,00,90,00,00,210,00,00,00,0,0,0,0,00,00,00
51,1996,9,130996,1,1,16.7,46,1,1,2,2,3,0,0,0,0,0,100,0,0,0,1.22272,1.66276,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
52,1996,9,130996,1,1,16.2,40,1,1,2,2,3,0,0,0,0,0,100,0,0,0,1.20952,1.60206,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
53,1996,9,130996,1,1,21.6,114,2,2,2,2,3,0,0,10,0,0,90,0,0,0,1.33445,2.05690,00,00,30,00,00,270,00,00,00,0,0,0,0,00,00,00
54,1996,9,130996,1,1,22.0,112,1,1,2,2,4,0,0,0,0,0,100,0,0,0,1.34242,2.04922,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
55,1996,9,130996,1,1,22.7,90,2,2,2,2,4,0,0,0,0,0,100,0,0,0,1.35603,1.95424,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
56,1996,9,130996,0,0,32.0,430,1,2,2,2,5,0,0,0,0,0,100,0,0,0,1.50515,2.63347,00,00,00,00,00,500,00,00,00,0,0,0,0,00,00,00
57,1996,9,130996,0,0,33.7,410,1,2,3,3,2,0,0,0,0,0,100,0,0,0,1.52763,2.61278,00,00,00,00,00,200,00,00,00,0,0,0,0,00,00,00
58,1996,9,130996,0,0,30.0,370,1,2,3,3,3,0,0,0,0,0,100,0,0,0,1.47712,2.56820,00,00,00,00,00,300,00,00,00,0,0,0,0,00,00,00
59,1996,9,130996,0,0,33.1,395,1,2,3,3,4,0,0,0,0,0,100,0,0,0,1.51983,2.59660,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
60,1996,9,130996,0,0,30.3,310,1,2,3,3,4,0,0,0,0,0,100,0,0,0,1.48144,2.49136,00,00,00,00,00,400,00,00,00,0,0,0,0,00,00,00
