var,lo,mi,hi,n_eff,Rhat
lr0,5.279335559396555,5.953018770626965,6.621651262091363,649.3612021269992,1.0035179498016575
ls0[1],-0.9372190853387088,-0.2830660991813473,0.3608027928189218,2248.2991671839636,1.0007080975421532
ls0[2],-0.8872947956782642,-0.31026481956641017,0.3178788686215379,3286.176711040944,1.001264171227761
ls0[3],-1.703905925089916,-0.9543856629349481,-0.13266827352419402,1022.3560710910995,1.0007570232206757
ls0[4],-1.8419160472754759,-1.145852327220532,-0.47353664468709283,2520.807112659034,1.000521576952469
x0[1],7.230111345519688,13.532065926382096,25.0852811788992,866.7795677566522,1.0011844944404977
x0[2],0.2464042105685178,0.4363684505817337,0.8004416698308391,766.542137083099,1.0019553517154194
x0[3],0.0868389806029903,0.14922077353933114,0.26552978243772213,728.9568292777719,1.000582976046006
x0[4],0.10549859394176232,0.13487640550022575,0.1903145611169919,2484.7184067000594,1.0004549009027541
slr[1],1.2929635436009177,1.4767509439002748,1.717209055532054,1848.58541419047,1.0009193647653791
sls[1],2.2531309608205943,2.751726463819454,3.3706762514287227,2118.8087749165256,0.9995911265068197
sls[2],1.1789624921697759,1.4064293007498545,1.6687145984678429,1732.4092171297002,1.0014923744904054
sls[3],0.8326797218891349,1.0880994365141938,1.4919882101050765,1400.4759652325781,1.0037498295859506
sls[4],0.4206970119481269,1.5387379765232703,3.2755933390418317,464.3956799156046,1.0063185688212446
zr[1],-2.2629997685309187,-1.8234232485444257,-1.4093568007259731,3675.810155088257,0.9992838640280359
zr[2],-0.7531919620305173,-0.30657601908472076,0.13867556251017643,3727.0660836837314,1.0000393075158156
zr[3],0.7712949766756704,1.1647085712196548,1.5855152958621637,3347.5070144788,1.000435704441683
zr[4],1.7651090171564188,2.142310857469448,2.5821656635547723,2853.632177961836,1.0002185323572101
zr[5],-1.320934523223439,-0.9755923047973363,-0.654723016510981,3837.5589990788912,0.9997180226900868
zr[6],-0.29100697798265146,0.09854193199477555,0.5128257318800045,3435.086114369492,1.0000435691647982
zr[7],-0.26499016082342447,0.1120367617618156,0.4669890331702156,3247.0523488612666,1.000730200754637
zr[8],-1.050878689163421,-0.7344506893677527,-0.42105612979066787,2972.0890315575125,1.0016495450502276
zr[9],0.022767398799684875,0.3852442826409403,0.7297664008746889,3078.374075754599,1.0006757782311244
zr[10],-1.6156530669065894,-1.1858514727610845,-0.7490938249865999,3531.1587654575414,1.0007768105514236
zr[11],-0.5341026250452525,-0.09406096392589257,0.3431727925878492,3425.3121457267166,1.0006016585013129
zr[12],0.968562315022745,1.3046192515971544,1.646046733012299,4106.200323139828,0.9997015468444407
zr[13],-2.278118039273772,-1.8365296022969915,-1.446988730951394,2952.438530989475,1.0017239304439571
zr[14],0.10703922208185564,0.5280668513810725,0.9705580255954455,3752.630369404832,1.0001182639562933
zr[15],-0.31214489358203507,0.1115291343897816,0.6025052245694629,2893.8987071891534,1.0004959370500492
zr[16],-0.23175604993975157,0.2420126156728012,0.6946232205610419,3570.7266291456876,0.9993906885728016
zr[17],-0.11109588016610293,0.31494109147278815,0.7977277479964238,3405.878095241759,0.9997680142336496
zr[18],-0.8474985750146596,-0.3210378315923359,0.12130670875930376,3141.5523942894088,1.000021905958762
zr[19],-0.7967298366268992,-0.3472194783975838,0.07926420079845722,3595.395574428447,0.999671044420104
zr[20],-0.3915636427498367,0.04576563444722477,0.4582966360339409,3487.4979062564807,1.0000668507512736
zr[21],-0.9323663972672223,-0.55165072621249,-0.18395209808645074,3382.3635001770463,1.0009848101453336
zr[22],0.05302348782769096,0.40807020036367103,0.7975019807607248,3192.707482765674,0.9998174430374083
zr[23],-1.251333121008311,-0.812472449022871,-0.3297646951345632,2567.302031602508,1.0012128123760244
zr[24],-0.1751517071010745,0.24951331117685283,0.6805924332358406,3551.2568001819304,0.9995495249349948
zr[25],0.6655520487861097,1.0564984121870742,1.4286536430541195,4387.7650192977335,1.0000568416040825
zr[26],-0.8310033247072077,-0.44119785789163324,-0.05610700697740273,4388.241352176873,1.0000083538088522
zr[27],-0.4065689583926114,-0.002719151227859178,0.42692742183062365,3788.043738489121,0.9994410033852944
zr[28],-1.0708690198998845,-0.6997235646182495,-0.370587435329838,3052.059143766744,0.9997811751127051
zr[29],-1.0543515809827344,-0.6934914694264325,-0.3620320410133397,2346.0384568912905,1.0008618028483098
zr[30],-0.330580667861942,0.0193404081879966,0.42778642053995314,2943.1527631935237,1.0000597772850326
zr[31],1.7694458348428408,2.153997638807881,2.575566654224858,3368.3640801983906,1.000548128093616
zr[32],-0.8895800701863784,-0.6115807846370691,-0.35771619182143394,3513.7439548708717,1.0007623373298213
zr[33],0.624572627695001,0.8881929284286295,1.1740992052344845,3158.5254033319493,1.0006097420409343
zr[34],-1.0257765015095888,-0.029148403738728144,0.99067347556264,6437.028678845305,0.9995448260300963
"zs[1,1]",-1.9181579293909528,-1.5549989803541697,-1.258137878734912,2558.666433003259,0.9996803371118519
