name,stage,time,middle,lower16,upper84
log_rho_init,NA,NA,-0.8005652992047387,-1.3356622054740215,-0.3198317405139618
sig_rho,NA,NA,0.4426968684327905,0.2903630194842947,0.5994661949519167
z_rho,NA,NA,0.053299027763386415,-0.7971320191404417,0.8722675016915419
z_rho,NA,NA,0.6286652259904622,-0.22267410718574593,1.445141936507333
z_rho,NA,NA,0.8325171652985104,-0.016946387030406383,1.6804287103440847
z_rho,NA,NA,0.8870147530192336,0.07644191850838325,1.6717983457585328
z_rho,NA,NA,0.34485018966662645,-0.4010030835317886,1.1228847418766803
z_rho,NA,NA,0.3447221312603763,-0.43809278256001827,1.1243553114428881
z_rho,NA,NA,-0.3411847615754596,-1.1350397413606423,0.44146743114931813
z_rho,NA,NA,-0.8715548079399241,-1.6422618667587452,-0.06799962348379622
z_rho,NA,NA,-1.0790976884799628,-1.889729871309613,-0.2662541925388754
z_rho,NA,NA,-1.1479984589473984,-1.9341811639297615,-0.34119450651064864
z_rho,NA,NA,-0.5690569315223605,-1.391712596114742,0.19986420628370524
z_rho,NA,NA,-0.24140778265453516,-1.0281591146583438,0.5243906765201729
z_rho,NA,NA,0.1747260187441662,-0.6529482613226119,0.9983869422366631
z_rho,NA,NA,0.7166505926170506,-0.11260690080177654,1.4563985508633264
z_rho,NA,NA,0.12761108952336198,-0.6544224864850015,0.9302696431668855
z_rho,NA,NA,0.682871047233621,-0.1462686143195048,1.488311562820309
z_rho,NA,NA,0.25678321271071725,-0.5404824278410999,1.0646867042207089
z_rho,NA,NA,0.3096479299481213,-0.44042554243576504,1.1232606182146347
z_rho,NA,NA,0.4651740057492179,-0.35776206279704514,1.2664060974859372
z_rho,NA,NA,0.5104687160825082,-0.2905973831823564,1.2834251551007818
z_rho,NA,NA,0.006481923167054442,-0.8098657984361518,0.8115700840589861
z_rho,NA,NA,0.35876054848164973,-0.4688551504353503,1.1521260696068805
z_rho,NA,NA,-0.20565497931471044,-1.043842969762062,0.6466945451997863
z_rho,NA,NA,-0.20257137465656205,-1.0237225508845396,0.6518506625524724
z_rho,NA,NA,-0.5759454634009853,-1.401318228772778,0.28140197497250996
z_rho,NA,NA,0.38349373433411155,-0.4663795030953021,1.2518817012584436
z_rho,NA,NA,0.5398783374457994,-0.2944287504465029,1.3556880309623425
z_rho,NA,NA,-0.39507822646438157,-1.2262510039572596,0.4852039234888989
z_rho,NA,NA,-0.3525174673667134,-1.2360432584401353,0.5781384980110201
z_rho,NA,NA,-0.020426860683095377,-0.9943979428958644,1.0066011553935614
logit_phi,2,NA,1.053903009488906,0.5339819617908139,1.6846004192037165
logit_phi,3,NA,-0.600294651912187,-1.0247954537406745,-0.1282382084180607
logit_phi,4,NA,-0.630129640551883,-1.206989966982921,-0.09160506226301306
sig_obs,NA,NA,0.8075181153346958,0.7464527314922705,0.8814602388064378
N_init,NA,NA,86.7110421904504,57.942193605305235,128.68372336681855
N_init,NA,NA,31.15700221945809,19.671995971961465,47.65840992961048
N_init,NA,NA,22.42141522092642,12.938151942531087,37.499505073049555
N_init,NA,NA,33.404553888743436,21.37071523618929,53.00156605870713
N,1,1,86.7110421904504,57.942193605305235,128.68372336681855
N,1,2,44.92229571349445,29.26056705046755,68.33856883470735
N,1,3,27.940465437654694,18.67531925599475,41.47281982942873
