year,name,lower16,middle,upper84,type
1986,e_rec,0.154130717352677,0.19302973066903167,0.2198391416321533,elasticity
1986,e_s21,0.154130717352677,0.1930297306690314,0.21983914163215335,elasticity
1986,e_s32,0.15413071735267694,0.19302973066903137,0.21983914163215332,elasticity
1986,e_s43,0.15413071735267692,0.19302973066903154,0.21983914163215354,elasticity
1986,e_s44,0.12539442649204993,0.22788107732387408,0.3978977229921029,elasticity
1986,lambda,0.7686089404595904,0.8652228131355766,0.9820068848708488,lambda
1986,s_rec,0.11787820417647292,0.1767745672098991,0.25715240265385875,sensitivity
1986,s_s21,0.1286730578164705,0.16330281893377407,0.19660493060933068,sensitivity
1986,s_s32,0.17502926965852958,0.22457875365066127,0.2881750480211809,sensitivity
1986,s_s43,0.31349352622934246,0.4153533320032235,0.6100834042329419,sensitivity
1986,s_s44,0.34404581986903743,0.4209108079929056,0.548423292244077,sensitivity
1987,e_rec,0.13575964284964026,0.18199348815191013,0.21932713635232984,elasticity
1987,e_s21,0.13575964284963987,0.18199348815191024,0.21932713635232978,elasticity
1987,e_s32,0.1357596428496404,0.18199348815191044,0.2193271363523298,elasticity
1987,e_s43,0.13575964284964034,0.1819934881519105,0.21932713635233003,elasticity
1987,e_s44,0.13198614245652235,0.272026047392359,0.4795201161882727,elasticity
1987,lambda,0.7823497419831993,0.8731250069881282,0.9689155904952385,lambda
1987,s_rec,0.11915124207594545,0.17972010492636536,0.26688399931197215,sensitivity
1987,s_s21,0.11531923634294666,0.1562164373389544,0.1945152029932835,sensitivity
1987,s_s32,0.15198448657054095,0.20647982092395895,0.26670107411402233,sensitivity
1987,s_s43,0.3034345340853163,0.4176014514942584,0.6261445923328839,sensitivity
1987,s_s44,0.34898960684239166,0.4540195355442692,0.6096400871412047,sensitivity
1988,e_rec,0.14023429041251878,0.19159991261626919,0.22467261793034238,elasticity
1988,e_s21,0.14023429041251864,0.191599912616269,0.22467261793034216,elasticity
1988,e_s32,0.1402342904125189,0.19159991261626907,0.22467261793034238,elasticity
1988,e_s43,0.14023429041251873,0.19159991261626907,0.22467261793034232,elasticity
1988,e_s44,0.10920249427580205,0.2336003495349236,0.4600452880905028,elasticity
1988,lambda,0.8292969382323858,0.9169182222917951,1.007123567921304,lambda
1988,s_rec,0.08720861643086335,0.13419208429606647,0.19802115959631242,sensitivity
1988,s_s21,0.12681939397676026,0.1736014379521063,0.213077499981908,sensitivity
1988,s_s32,0.16209367743345726,0.22049276353104563,0.28305107240193894,sensitivity
1988,s_s43,0.3763824987462529,0.5147922071309801,0.8327313275956298,sensitivity
1988,s_s44,0.3319018707068515,0.42520026215119266,0.5950339660678771,sensitivity
1989,e_rec,0.16345063501366086,0.20857809655127169,0.23117896847943845,elasticity
1989,e_s21,0.16345063501366072,0.20857809655127146,0.2311789684794384,elasticity
1989,e_s32,0.1634506350136605,0.20857809655127152,0.2311789684794382,elasticity
1989,e_s43,0.1634506350136606,0.20857809655127157,0.23117896847943833,elasticity
1989,e_s44,0.08047861106055132,0.1656876137949137,0.3627966029156474,elasticity
1989,lambda,0.8891199459228378,0.9856432595852316,1.0948502824393382,lambda
1989,s_rec,0.04622993739897531,0.07662540872299385,0.12047290540144028,sensitivity
1989,s_s21,0.15203103493292405,0.20180360939829123,0.23859876983267703,sensitivity
1989,s_s32,0.1976477605741364,0.26271204711315616,0.3337771575142257,sensitivity
1989,s_s43,0.49816203559904687,0.7495704093640081,1.3155337385825416,sensitivity
1989,s_s44,0.3103589582954135,0.37426571034618533,0.5220974521867354,sensitivity
1990,e_rec,0.18224172960914023,0.21693068032810608,0.23592961696418557,elasticity
1990,e_s21,0.18224172960914034,0.2169306803281059,0.23592961696418557,elasticity
1990,e_s32,0.18224172960914023,0.21693068032810592,0.23592961696418585,elasticity
1990,e_s43,0.18224172960914017,0.21693068032810597,0.2359296169641858,elasticity
1990,e_s44,0.06030770115988696,0.1322772786875761,0.299011149754545,elasticity
1990,lambda,1.0128106215308748,1.1369647670016216,1.2773880095332948,lambda
1990,s_rec,0.02517351913803737,0.039183615041819615,0.058923522460324146,sensitivity
1990,s_s21,0.18912396756178712,0.24503492337598232,0.2936171359507631,sensitivity
1990,s_s32,0.23589777298823503,0.3121131850752597,0.41162379080019085,sensitivity
1990,s_s43,0.697184461975917,1.068191351914173,1.9480212629469196,sensitivity
1990,s_s44,0.2952307758699151,0.34920795901568213,0.4742583623159089,sensitivity
1991,e_rec,0.17274220517306496,0.2161387926667319,0.23722023247274615,elasticity
1991,e_s21,0.172742205173065,0.21613879266673208,0.23722023247274582,elasticity
1991,e_s32,0.17274220517306488,0.21613879266673197,0.23722023247274626,elasticity
1991,e_s43,0.17274220517306493,0.21613879266673192,0.23722023247274587,elasticity
1991,e_s44,0.05614045829061362,0.13544482933307167,0.32943492406992403,elasticity
1991,lambda,1.0741835092784178,1.2208765128649222,1.3850210227275357,lambda
1991,s_rec,0.019063242114449735,0.028616546969733335,0.044996221882675935,sensitivity
1991,s_s21,0.18948343466213682,0.262694960522145,0.31878405574009816,sensitivity
1991,s_s32,0.23558640710887907,0.3301861487137421,0.4270199874591081,sensitivity
1991,s_s43,0.8380716215771228,1.275345775599637,2.337700514876702,sensitivity
1991,s_s44,0.29210534371796043,0.3515836219998038,0.497076193052443,sensitivity
1992,e_rec,0.18158098116822563,0.21914737464713058,0.23875872460958636,elasticity
1992,e_s21,0.18158098116822605,0.21914737464713052,0.23875872460958614,elasticity
1992,e_s32,0.18158098116822613,0.21914737464713036,0.23875872460958647,elasticity
