name,lower16,middle,upper84
rec,0.30132095556057814,0.5292877795561617,0.7417271465163284
s21,0,0,0
s32,-0.0012996573894823254,0.02731541712613334,0.08881955830485541
s43,0.1858899166109391,0.32955197689587945,0.5116977270902034
s44,0.014181331550450628,0.09647400548950316,0.19276371699946626
