name,lower16,middle,upper84,Rhat_max,div,sim
sig_obs,0.515451981683541,0.5689859901331258,0.616411213689658,1.0102338163267068,0.004,1
sig_obs_sd,0.5312659937716713,0.5865960223737631,0.6352759572246157,1.0102338163267068,0.004,1
sig_phi,0.39238759240020676,0.7859327791342634,1.407043029020249,1.0102338163267068,0.004,1
sig_rho,0.3703961537219102,0.4562973953003263,0.6225213986886307,1.0102338163267068,0.004,1
sig_obs,0.5113006844888219,0.5747183030279281,0.6380406448881912,1.0086359925101727,0.01,2
sig_obs_sd,0.48915328575464634,0.5495282185898669,0.6104970032928134,1.0086359925101727,0.01,2
sig_phi,0.31192006381884957,0.624435574482494,1.0635843806052456,1.0086359925101727,0.01,2
sig_rho,0.33635296917940366,0.4941016074755519,0.6423937248057113,1.0086359925101727,0.01,2
sig_obs,0.47308655715540554,0.5472500081141024,0.5968138280041639,1.0031531702898642,0,3
sig_obs_sd,0.49070789514429336,0.5675793154022211,0.6191482075364949,1.0031531702898642,0,3
sig_phi,0.373851116087913,0.5965559967141936,0.9500738074662863,1.0031531702898642,0,3
sig_rho,0.4891190663126098,0.6784127136302569,0.8769984280028595,1.0031531702898642,0,3
sig_obs,0.6208958285382236,0.6780377487325937,0.7481480636755594,1.0160741950584158,0.006,4
sig_obs_sd,0.668813944453389,0.7303273717535484,0.8058727800748252,1.0160741950584158,0.006,4
sig_phi,0.37848975414135133,0.702832362026957,1.4617498497799388,1.0160741950584158,0.006,4
sig_rho,0.23586661599275588,0.37266736353315427,0.5105736371310136,1.0160741950584158,0.006,4
sig_obs,0.5932874750498339,0.648797982349834,0.7201675947600846,1.009358304128301,0,5
sig_obs_sd,0.6142915357251352,0.6717024152907974,0.745650828996545,1.009358304128301,0,5
sig_phi,0.4259090849917035,0.7548606134222449,1.3073758958086927,1.009358304128301,0,5
sig_rho,0.3314806211143311,0.4749545555497017,0.62372757736061,1.009358304128301,0,5
sig_obs,0.5759708376426507,0.6213372812005186,0.6904701936762481,1.0155246533274054,0,6
sig_obs_sd,0.5928187012287076,0.6394299236389139,0.7105847803545008,1.0155246533274054,0,6
sig_phi,0.3559664592994454,0.5335802138685151,0.8240496725787639,1.0155246533274054,0,6
sig_rho,0.2919033741335189,0.4462617976018344,0.6025134939799708,1.0155246533274054,0,6
sig_obs,0.539611665008514,0.5856609842534511,0.6749942931178875,1.0141746497489372,0.002,7
sig_obs_sd,0.5395108972223385,0.5861646553759612,0.6749220663619016,1.0141746497489372,0.002,7
sig_phi,0.5017142523426902,0.6815911730691909,1.087920397379505,1.0141746497489372,0.002,7
sig_rho,0.44135751889838615,0.5892995300164461,0.7405318400098637,1.0141746497489372,0.002,7
sig_obs,0.5815966966540331,0.6412592442667557,0.7043909786039478,1.0338269274047722,0,8
sig_obs_sd,0.5776110830420793,0.6367705272802365,0.6995498111297352,1.0338269274047722,0,8
sig_phi,0.34671319348079205,0.5707494244181137,0.9253161715748225,1.0338269274047722,0,8
sig_rho,0.37300326434009723,0.5136552551339914,0.6598205796610249,1.0338269274047722,0,8
sig_obs,0.5260120108065158,0.5807749532515216,0.6382115763841605,1.0016665616628988,0.004,9
sig_obs_sd,0.6066513666637878,0.6700260694910306,0.7361662437079455,1.0016665616628988,0.004,9
sig_phi,0.4848436006996711,0.8733940331122229,1.4413632239212006,1.0016665616628988,0.004,9
sig_rho,0.44592118857502844,0.5887220569557118,0.73525050197583,1.0016665616628988,0.004,9
sig_obs,0.5701057823366725,0.6434050017337191,0.696711784446237,1.0075311431627598,0.002,10
sig_obs_sd,0.5536580956549659,0.6247536579868869,0.676646150475935,1.0075311431627598,0.002,10
sig_phi,0.3365852154996974,0.5662793188049705,1.0119329487910111,1.0075311431627598,0.002,10
sig_rho,0.2001571665655026,0.3334307407633394,0.469464050704856,1.0075311431627598,0.002,10
sig_obs,0.386958801633179,0.440020427598248,0.4911503698497786,1.0086429427248553,0.012,11
sig_obs_sd,0.4004983732827848,0.45570673977564813,0.5083354839883946,1.0086429427248553,0.012,11
sig_phi,0.5826111099793291,0.8477538815540143,1.1594058737990103,1.0086429427248553,0.012,11
sig_rho,0.4425234199643658,0.559655778647135,0.6962428892950687,1.0086429427248553,0.012,11
sig_obs,0.5551108720631732,0.6208386005076085,0.6752049777600384,1.000731342570416,0.002,12
sig_obs_sd,0.6130876765981239,0.6849668898860554,0.7457553601460734,1.000731342570416,0.002,12
sig_phi,0.37955111268018604,0.7227790906446663,1.2162972916396666,1.000731342570416,0.002,12
sig_rho,0.1223353645885913,0.2689432444430755,0.4151084625771782,1.000731342570416,0.002,12
sig_obs,0.5378499170780726,0.5904551713680137,0.6434366086262694,1.0025641287275142,0.002,13
sig_obs_sd,0.5173567605739068,0.5679784389045768,0.6189022953672707,1.0025641287275142,0.002,13
sig_phi,0.32489789520764945,0.5099573466212683,0.753746229253112,1.0025641287275142,0.002,13
sig_rho,0.3597383187849047,0.49128465615076355,0.6665358392993063,1.0025641287275142,0.002,13
sig_obs,0.665621369410141,0.7211623976119786,0.8073268737288133,1.0575236443713079,0.002,14
sig_obs_sd,0.7180615721131618,0.7780274992961933,0.8708650159360768,1.0575236443713079,0.002,14
sig_phi,0.07919122952991307,0.4425658291204453,1.2613790895883503,1.0575236443713079,0.002,14
sig_rho,0.15051541749925057,0.35647546507528777,0.5690312954415025,1.0575236443713079,0.002,14
sig_obs,0.4879367937779506,0.5419332804673764,0.5979265103829009,1.0040374986407508,0.014,15
sig_obs_sd,0.5075570399561448,0.56371569335316,0.6220507727696478,1.0040374986407508,0.014,15
sig_phi,0.27222853575535,0.544746659360452,1.2622622169443585,1.0040374986407508,0.014,15
sig_rho,0.43266407458848777,0.5640813690891564,0.7533125928804417,1.0040374986407508,0.014,15
sig_obs,0.5275446791539447,0.577109480354625,0.6357146419462526,1.0122758721806102,0,16
sig_obs_sd,0.5284994988192973,0.5781979664886557,0.636889776436461,1.0122758721806102,0,16
sig_phi,0.4114195330529111,0.6473504751853416,0.8428763939448249,1.0122758721806102,0,16
sig_rho,0.2553254085719686,0.3852313744179462,0.5154575505262595,1.0122758721806102,0,16
sig_obs,0.4703516654676473,0.5216831883531932,0.583888875116599,1.0110512154021252,0,17
sig_obs_sd,0.4920703283061308,0.5460533948492232,0.6108587459248127,1.0110512154021252,0,17
sig_phi,0.42441923506040136,0.7606408894842321,1.3165809341830728,1.0110512154021252,0,17
sig_rho,0.42209277488991537,0.5333420853613975,0.6650944846493161,1.0110512154021252,0,17
sig_obs,0.5248983066992595,0.5854729363230204,0.6456060973497452,1.0037311123794264,0.016,18
sig_obs_sd,0.5785749409021859,0.6451353492663092,0.7116924934645245,1.0037311123794264,0.016,18
sig_phi,0.34602361710969753,0.5462586981180036,0.8651448794234644,1.0037311123794264,0.016,18
sig_rho,0.45481953942789194,0.6076848791014795,0.7636141947242183,1.0037311123794264,0.016,18
sig_obs,0.5980494594073191,0.6631649707538703,0.7262683272358861,1.0072341428072111,0.002,19
sig_obs_sd,0.6001028269987986,0.6657418104752026,0.72870056715859,1.0072341428072111,0.002,19
sig_phi,0.2723171899412134,0.3807904452440901,0.664858223648724,1.0072341428072111,0.002,19
sig_rho,0.2924138876142602,0.4568022062783104,0.5982194034037516,1.0072341428072111,0.002,19
sig_obs,0.5987849054818901,0.6594174423818333,0.7243920302283484,1.0471683628300401,0,20
sig_obs_sd,0.5739056805131723,0.6321101123058549,0.6943397435185893,1.0471683628300401,0,20
sig_phi,0.39279064850892637,0.5900136101762006,0.8310144336286699,1.0471683628300401,0,20
sig_rho,0.155977263490393,0.268137551816354,0.43176934911562914,1.0471683628300401,0,20
sig_obs,0.5638523534952637,0.6408932927145747,0.6806191530696264,0.9990480287529762,0.03,21
sig_obs_sd,0.5918872785085646,0.6726462295288472,0.714629138994816,0.9990480287529762,0.03,21
sig_phi,0.16033834683623382,0.8664194422941871,3.7471627255635096,0.9990480287529762,0.03,21
sig_rho,0.2735450835303717,0.403513806336562,0.5358703665782454,0.9990480287529762,0.03,21
sig_obs,0.5715654557244598,0.6341125989459774,0.6839784932054703,1.0384322841779332,0.016,22
sig_obs_sd,0.5744051272260334,0.6372640501767131,0.6873766352214524,1.0384322841779332,0.016,22
sig_phi,0.3676280932253478,0.5958653210951788,1.0751579958822608,1.0384322841779332,0.016,22
sig_rho,0.11516211298075482,0.22464139992236273,0.3514048119370377,1.0384322841779332,0.016,22
sig_obs,0.47184272342038974,0.5127247530805225,0.5758569650391602,1.017220173513475,0,23
sig_obs_sd,0.48261112280869567,0.5244463788758905,0.5890623408029789,1.017220173513475,0,23
sig_phi,0.51307864043819,0.8204915934670967,1.104170259304171,1.017220173513475,0,23
sig_rho,0.4005797974124463,0.4999293083065192,0.6773793224776326,1.017220173513475,0,23
sig_obs,0.5923213713789975,0.6410852827207452,0.7206155967321948,0.9995651908637275,0.004,24
sig_obs_sd,0.594625710010814,0.6435899800854866,0.7234232629128745,0.9995651908637275,0.004,24
sig_phi,0.272538743025076,0.41814476187623206,0.5871663520508115,0.9995651908637275,0.004,24
sig_rho,0.36605590654391484,0.49117314011480884,0.6470059578506082,0.9995651908637275,0.004,24
sig_obs,0.563648417335206,0.6256371466568242,0.6860234652128729,1.004158478396224,0,25
sig_obs_sd,0.6199107210423433,0.6881157667989914,0.7545392470379304,1.004158478396224,0,25
sig_phi,0.2992598072917611,0.5042646990842387,0.7467751484124066,1.004158478396224,0,25
sig_rho,0.43726183933010626,0.6807484476144274,0.8339665862795648,1.004158478396224,0,25
sig_obs,0.5743357827225765,0.6146098813744659,0.6830273188621323,1.001598778290263,0.004,26
sig_obs_sd,0.5543325145409308,0.5932961825887297,0.6592313496251341,1.001598778290263,0.004,26
sig_phi,0.27933071085926614,0.5532082674803539,1.1371316534569988,1.001598778290263,0.004,26
sig_rho,0.17092383272063302,0.31271628249125816,0.4096331341328243,1.001598778290263,0.004,26
sig_obs,0.6832479522723122,0.7297920944021778,0.8129954580978878,1.0077449897177135,0.008,27
sig_obs_sd,0.6785850223214845,0.7248349267537362,0.8074254020377277,1.0077449897177135,0.008,27
sig_phi,0.2587291800156741,0.6785836697221742,1.7473640598412017,1.0077449897177135,0.008,27
sig_rho,0.17802874472913674,0.2896730437191857,0.4308978696429249,1.0077449897177135,0.008,27
sig_obs,0.4992110474886898,0.5592256956629675,0.6148569721852274,1.0591693937242919,0.014,28
sig_obs_sd,0.4917595810563784,0.5508784032876266,0.6056693422771932,1.0591693937242919,0.014,28
sig_phi,0.45637792464070537,0.8667403411006502,1.9402251501537193,1.0591693937242919,0.014,28
sig_rho,0.421126345550477,0.5546267247076807,0.6878991443328354,1.0591693937242919,0.014,28
sig_obs,0.6475758661489784,0.704017845805123,0.7923287401190239,1.0184229786377512,0.01,29
sig_obs_sd,0.6343324422313961,0.6896550226270647,0.7761253999774117,1.0184229786377512,0.01,29
sig_phi,-0.012237641201324978,0.7559575411344404,3.1952217674966064,1.0184229786377512,0.01,29
sig_rho,0.16516683858676137,0.2648998282510905,0.3808558108338949,1.0184229786377512,0.01,29
sig_obs,0.49652948766275795,0.5537649622978718,0.5976350797780816,1.0046288346395527,0,30
sig_obs_sd,0.4940277718266569,0.5509918271716727,0.5946296360414197,1.0046288346395527,0,30
sig_phi,0.392436797303683,0.6263742315483459,1.0032338655374884,1.0046288346395527,0,30
sig_rho,0.3166017849315189,0.4146735478001906,0.5641664759118085,1.0046288346395527,0,30
sig_obs,0.6200723463638893,0.6884841564284794,0.7370293405554857,1.0228646852220256,0.004,31
sig_obs_sd,0.6053963610344061,0.6722052671056861,0.7196013396883877,1.0228646852220256,0.004,31
sig_phi,0.3036533719447306,0.5080173889353087,0.809008168870402,1.0228646852220256,0.004,31
sig_rho,0.3140148477322843,0.4212367106949212,0.5880080520395051,1.0228646852220256,0.004,31
sig_obs,0.49820594279866565,0.5363269475442173,0.5944764500534515,1.001786030905472,0.02,32
sig_obs_sd,0.5253633810143051,0.5652793132464249,0.6268279792526129,1.001786030905472,0.02,32
sig_phi,0.2574591165189673,0.6870501153400554,2.0690114810734035,1.001786030905472,0.02,32
sig_rho,0.39861207843972785,0.5011017993973917,0.6714930924477662,1.001786030905472,0.02,32
sig_obs,0.5655315877468425,0.6192873255846219,0.6675376856732311,1.0230787320293178,0,33
