name,stage,time,middle,lower16,upper84
log_rho_init,NA,NA,-1.1958037123472884,-1.66389449829772,-0.7456895426796281
sig_rho,NA,NA,0.6181292939416625,0.48510433389759766,0.7711837663743564
z_rho,NA,NA,-0.15490967296372904,-0.8226470736580077,0.5507080594764315
z_rho,NA,NA,0.6303072892919367,-0.04260135938530776,1.3227571097824014
z_rho,NA,NA,1.1859362143956669,0.49343911551279446,1.89580221650485
z_rho,NA,NA,1.4207712404704216,0.7489161453479729,2.110777783824587
z_rho,NA,NA,0.5508143906689329,-0.13378515406323965,1.2174116878334031
z_rho,NA,NA,0.8701400913683137,0.20336867711663367,1.5448102054190296
z_rho,NA,NA,-0.003933365313068657,-0.7350558448704795,0.7264097871957104
z_rho,NA,NA,-0.7950426578394034,-1.4850436238752374,-0.10125258133238003
z_rho,NA,NA,-1.114782913037807,-1.8147393312204634,-0.43637954185434397
z_rho,NA,NA,-1.2272767628058374,-1.9142933024197613,-0.5047574172615759
z_rho,NA,NA,-0.262857644090771,-1.000372486909117,0.4280424500729251
z_rho,NA,NA,-0.23527904204270006,-0.8954635792496495,0.44716902001281
z_rho,NA,NA,0.13328923317442326,-0.5446111666662867,0.7705714620355497
z_rho,NA,NA,0.79234919849961,0.10368781569690774,1.4734685734457988
z_rho,NA,NA,-0.06621850169473492,-0.7442999170229376,0.6329880246007721
z_rho,NA,NA,0.6959797300206347,-0.010692386735032713,1.3569197351633817
z_rho,NA,NA,0.001217493455763108,-0.6953952038015734,0.6908075587392807
z_rho,NA,NA,-0.2608924721375741,-0.9392072650427811,0.41783550760929955
z_rho,NA,NA,0.10083711872534895,-0.5663674298969906,0.7716820209040083
z_rho,NA,NA,0.2592789296131285,-0.4417263471247683,0.8969946425765369
z_rho,NA,NA,-0.6050765485971112,-1.2755354168709694,0.07722747839187846
z_rho,NA,NA,-0.12475512660257372,-0.7874490057563472,0.5222188527191746
z_rho,NA,NA,-0.9087330783052916,-1.6080849749737711,-0.2210166686400603
z_rho,NA,NA,-0.35259803547049257,-1.068995356696132,0.3106369198216951
