name,lower16,middle,upper84
rec,0.26004247540418857,0.4952387696966746,0.6992952681150896
s21,0,0,0
s32,0.07400977120873932,0.14325121830665907,0.2302704374723243
s43,0.1608167050304527,0.2844815020080791,0.4487639745033831
s44,0.010797746420339458,0.07016247752363133,0.15828977935905128
